ROLLINGDB_ID,Coll2014,Freschi2020,Lipworth2019,Shitikov2017,Stucki2016,F2,Lineage
SAMN02414905,4.3.3,4.2.1.2.1.1.i4.1,lam,,4.3/LAM,0.0040023428348301,4
SAMN02414906,4.3.3,4.2.1.2.1.1.i4.1,lam,,4.3/LAM,0.0041120170152428,4
SAMN02414908,1.1.2,1.1.2,"indo_oceanic,mungi",,,0.019868506610794,1
SAMN02414909,4.7,4,,,4.10/PGG3,0.0034216335540838,4
SAMN02414910,4.7,4,,,4.10/PGG3,0.0041479433114414,4
SAMN02414912,1.2.1,1.2.1.2,"indo_oceanic,mungi",,,0.0153815421494206,1
SAMN02414914,2.2.1,2.2.1.1.1,"beijing,mungi","europe/russia_B0/W148_outbreak,lin2.2.1",,0.0101128535834676,2
SAMN02414915,2.2.1,2.2.1.1.1,beijing,"europe/russia_B0/W148_outbreak,lin2.2.1",,0.0093832765796443,2
SAMN02414916,2.2.1,2.2.1.1.1.i3,"beijing,mungi","lin2.2.1,central_asia",,0.0154117129018053,2
SAMN02414918,4.7,4,orygis,,4.10/PGG3,0.0041532071988924,4
SAMN02414919,2.2.1,2.2.1.1.1.i3,beijing,"lin2.2.1,central_asia",,0.0139494983402334,2
SAMN02414923,4,4.2.1.1.1.1.2,canetti,,4,0.0115907274180655,4
SAMN02414930,4.2.2,4.2.2.1,tur,,4,0.0200803212851405,4
SAMN02414931,1.2.2,1.2.2.1,"indo_oceanic,beijing,canetti,mungi",,,0.0175942549371633,1
SAMN02414933,1.1.1.1,1.1.1.1.1,"indo_oceanic,lam,mungi",,,0.0145623998835008,1
SAMN02414935,4.4.1.1,4.2.1.2.2.1.1,stype,,4,0.0039270039270039,4
SAMN02414936,2.2.1,2.2.1.1.1.i3,"beijing,mungi","lin2.2.1,central_asia",,0.0077669902912621,2
SAMN02414937,2.2.1,2.2.1.1.1,beijing,"lin2.2.1,asia_ancestral_3",,0.0065346130283847,2
SAMN02414938,3,3.1.1,east_african_indian,,,0.0103892755864913,3
SAMN02414939,4.1.1.1,4.1.i1.2.1,xtype,,4,0.0064012949746155,4
SAMN02414950,2.2.1,2.2.1.1.1,"beijing,canetti,mungi",lin2.2.1,,0.0086285808610573,2
SAMN02414951,4.3.4.2,4.2.1.2.1.1.i3.1,"lam,uganda",,4.3/LAM,0.0065415244596131,4
SAMN02414952,4.3.3,4.2.1.2.1.1.i4.1,"lam,dassie",,4.3/LAM,0.0028732879992337,4
SAMN02414954,2.2.1,2.2.1.1.1.i3,"beijing,indo_oceanic,mungi","lin2.2.1,central_asia",,0.0090479937057435,2
SAMN02414955,1.2.1,1.2.1.2,"indo_oceanic,mungi,east_african_indian",,,0.0201416801758788,1
SAMN02414956,4.8,4.2.1.1.1.1.1.1.i1,"canetti,east_african_indian",,4.10/PGG3,0.0039708190968695,4
SAMN02414957,4.2.2,4.2.2.1,tur,,4,0.0248288546030448,4
SAMN02414958,1.2.1,1.2.1.1.1,"indo_oceanic,mungi",,,0.0063259530547694,1
SAMN02414959,1.1.2,1.1.2,"indo_oceanic,mungi",,,0.0216874628639334,1
SAMN02414970,4.2.2,4.2.2.1,tur,,4,0.0264913130009144,4
SAMN02414971,4.2.2,4.2.2.1,tur,,4,0.0340938424574571,4
SAMN02414972,2.2.1,2.2.1.1.1,beijing,"lin2.2.1,asian_african_2",,0.007637331838565,2
SAMN02414973,3,3.1.1,"east_african_indian,mungi",,,0.0106871919818373,3
SAMN02414974,4.2.2,4.2.2.1,tur,,4,0.0239121912975303,4
SAMN02414975,2.2.1,2.2.1.1.1.i3,"beijing,westafrican1,mungi","lin2.2.1,central_asia",,0.0132084295857485,2
SAMN02414976,3.1.1,3.1.1.i1,east_african_indian,,,0.0105092162843124,3
SAMN02414977,4.2.2,4.2.2.1,"tur,uganda,beijing",,4,0.0265143145734036,4
SAMN02414978,2.2.1,2.2.1.1.1,beijing,"lin2.2.1,asian_african_2",,0.0049048493881936,2
SAMN02414979,3,3.1.1,east_african_indian,,,0.0112372176649061,3
SAMN02414980,2.2.1,2.2.1.1.1,beijing,"asian_african_1,lin2.2.1",,0.0163013131112992,2
SAMN02414981,4.3.3,4.2.1.2.1.1.i4.1,lam,,4.3/LAM,0.0048118843855966,4
SAMN02414982,2.2.2,2.2.2,"beijing,mungi","asia_ancestral_1,lin2.2",,0.0115865794711401,2
SAMN02414983,4.3.1,4.2.1.2.1.1.i2,"lam,ghana",,4.3/LAM,0.0040192659026739,4
SAMN02414985,3,3.1.1,"east_african_indian,mungi",,,0.0105102407473948,3
SAMN02414986,2.2.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,asian_african_2",,0.0089509143407122,2
SAMN02414987,2.2.1,2.2.1.1.1.i3,"beijing,mungi","lin2.2.1,central_asia",,0.0094571773220747,2
SAMN02414988,2.2.1,2.2.1.1.1.i3,"beijing,mungi","lin2.2.1,central_asia",,0.0141008102704409,2
SAMN02414989,2.2.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,asian_african_3",,0.0087228439763001,2
SAMN02414990,3.1.1,3.1.1.i1,"east_african_indian,mungi",,,0.0066015315553208,3
SAMN02414991,4.3.3,4.2.1.2.1.1.i4.1,lam,,4.3/LAM,0.011771853877117,4
SAMN02419533,2.2.1,2.2.1.1.1,"beijing,mungi","europe/russia_B0/W148_outbreak,lin2.2.1",,0.0069890745501285,2
SAMN02419534,2.2.1,2.2.1.1.1,beijing,"europe/russia_B0/W148_outbreak,lin2.2.1",,0.0177653108929406,2
SAMN02419537,4.8,4.2.1.1.1.1.1.1.i1,caprae,,4.10/PGG3,0.0049498237049091,4
SAMN02419541,2.2.1,2.2.1.1.1,beijing,"europe/russia_B0/W148_outbreak,lin2.2.1",,0.0096889006063801,2
SAMN02419542,2.2.1,2.2.1.1.1.i3,beijing,"lin2.2.1,central_asia",,0.0090813569498649,2
SAMN02419543,2.2.1,2.2.1.1.1.i3,"beijing,mungi","lin2.2.1,central_asia",,0.0106981981981981,2
SAMN02419545,2.2.1,2.2.1.1.1.i3,"beijing,mungi","lin2.2.1,central_asia",,0.007173948089634,2
SAMN02419546,4.8,4.2.1.1.1.1.1.1.i1,canetti,,4.10/PGG3,0.0060784588768878,4
SAMN02419547,2.2.1,2.2.1.1.1,"beijing,mungi","europe/russia_B0/W148_outbreak,lin2.2.1",,0.0106045999173667,2
SAMN02419548,2.2.1,2.2.1.1.1,beijing,"europe/russia_B0/W148_outbreak,lin2.2.1",,0.0161718561428916,2
SAMN02419551,4.3.3,4.2.1.2.1.1.i4.1,lam,,4.3/LAM,0.0042456835550523,4
SAMN02419553,2.2.1,2.2.1.1.1.i3,beijing,"lin2.2.1,central_asia",,0.0087017055342847,2
SAMN02419555,4.3.3,4.2.1.2.1.1.i4.1,lam,,4.3/LAM,0.00655,4
SAMN02419556,2.2.1,2.2.1.1.1.i3,"beijing,mungi","lin2.2.1,central_asia",,0.0085058578077355,2
SAMN02419558,2.2.1,2.2.1.1.1,beijing,"europe/russia_B0/W148_outbreak,lin2.2.1",,0.0114525949550594,2
SAMN02419560,2.2.1,2.2.1.1.1,"beijing,mungi","europe/russia_B0/W148_outbreak,lin2.2.1",,0.0090556274256144,2
SAMN02419562,2.2.1,2.2.1.1.1,"beijing,mungi","europe/russia_B0/W148_outbreak,lin2.2.1",,0.0089370452388484,2
SAMN02419563,4.3.3,4.2.1.2.1.1.i4.1,lam,,4.3/LAM,0.0063799135624614,4
SAMN02419565,2.2.1,2.2.1.1.1,"beijing,mungi","europe/russia_B0/W148_outbreak,lin2.2.1",,0.0148100450740502,2
SAMN02419568,4.8,4.2.1.1.1.1.1.1.i1,,,4.10/PGG3,0.0041989893957725,4
SAMN02419570,2.2.1,2.2.1.1.1,"beijing,mungi","europe/russia_B0/W148_outbreak,lin2.2.1",,0.0093775933609958,2
SAMN02419571,2.2.1,2.2.1.1.1,"beijing,mungi","europe/russia_B0/W148_outbreak,lin2.2.1",,0.0092718843741478,2
SAMN02419572,4.3.3,4.2.1.2.1.1.i4.1,lam,,4.3/LAM,0.0036575721629102,4
SAMN02419573,2.2.1,2.2.1.1.1.i3,"beijing,mungi","lin2.2.1,central_asia",,0.0060067902846696,2
SAMN02419574,2.2.1,2.2.1.1.1.i3,"beijing,mungi","lin2.2.1,central_asia",,0.0084834703515829,2
SAMN02419575,4.8,4.2.1.1.1.1.1.1.i1,,,4.10/PGG3,0.0039889536667689,4
SAMN02419578,4.3.3,4.2.1.2.1.1.i4.1,lam,,4.3/LAM,0.0034514689788702,4
SAMN02419580,2.2.1,2.2.1.1.1,"beijing,mungi","europe/russia_B0/W148_outbreak,lin2.2.1",,0.0104697489113314,2
SAMN02419583,2.2.1,2.2.1.1.1,beijing,"europe/russia_B0/W148_outbreak,lin2.2.1",,0.0091489865131319,2
SAMN02419584,2.2.1,2.2.1.1.1.i3,"beijing,mungi","lin2.2.1,central_asia",,0.0118400220279479,2
SAMN02419585,2.2.1,2.2.1.1.1,"beijing,mungi","europe/russia_B0/W148_outbreak,lin2.2.1",,0.0135064935064935,2
SAMN02419587,2.2.1,2.2.1.1.1,"beijing,mungi","europe/russia_B0/W148_outbreak,lin2.2.1",,0.0084700899947061,2
SAMN02419588,2.2.1,2.2.1.1.1,"beijing,mungi","europe/russia_B0/W148_outbreak,lin2.2.1",,0.0102139140489497,2
SAMN02419591,2.2.1,2.2.1.1.1,"beijing,mungi","europe/russia_B0/W148_outbreak,lin2.2.1",,0.0087062158331646,2
SAMN02419592,2.2.1,2.2.1.1.1,beijing,"europe/russia_B0/W148_outbreak,lin2.2.1",,0.0105005250262513,2
SAMN02419593,2.2.1,2.2.1.1.1,"beijing,mungi","europe/russia_B0/W148_outbreak,lin2.2.1",,0.0102781571192409,2
SAMN02419597,2.2.1,2.2.1.1.1,"beijing,mungi","europe/russia_B0/W148_outbreak,lin2.2.1",,0.0086380409258638,2
SAMN02419600,4.3.3,4.2.1.2.1.1.i4.1,lam,,4.3/LAM,0.0039466265739522,4
SAMN02419602,2.2.1,2.2.1.1.1,"beijing,mungi","europe/russia_B0/W148_outbreak,lin2.2.1",,0.0106896551724137,2
SAMN02419604,2.2.1,2.2.1.1.1.i3,beijing,"lin2.2.1,central_asia",,0.0104853829595167,2
SAMN02419605,4.2.1,4.2.2.2.2,ural,,4,0.0236116219198234,4
SAMN02419606,2.2.1,2.2.1.1.1,"beijing,mungi","europe/russia_B0/W148_outbreak,lin2.2.1",,0.0108875641662526,2
SAMN02419607,4.1.2.1,4.1.i1.1.1.1,"haarlem,ethiopian",,4.1.2/Haarlem,0.0115133798066111,4
SAMN02419608,2.2.1,2.2.1.1.1,beijing,lin2.2.1,,0.0086978581524299,2
SAMN02419609,2.2.1,2.2.1.1.1,"beijing,mungi","europe/russia_B0/W148_outbreak,lin2.2.1",,0.009737744826823,2
SAMN02419610,2.2.1,2.2.1.1.1.i3,beijing,"lin2.2.1,central_asia",,0.0092295345104333,2
SAMN02419611,2.2.1,2.2.1.1.1,"beijing,mungi","europe/russia_B0/W148_outbreak,lin2.2.1",,0.010005469227552,2
SAMN02419612,2.2.1,2.2.1.1.1,beijing,"europe/russia_B0/W148_outbreak,lin2.2.1",,0.0113180924360918,2
SAMN02419613,"4.1.2.1,2.2.1","4.1.i1.1.1.1,2.2.1.1.1","beijing,haarlem,ethiopian",lin2.2.1,4.1.2/Haarlem,0.4697711783150639,"2,4"
SAMN02419614,2.2.1,2.2.1.1.1,"beijing,mungi","europe/russia_B0/W148_outbreak,lin2.2.1",,0.0084311736000386,2
SAMN02419615,2.2.1,2.2.1.1.1,"beijing,pinipedii,mungi","europe/russia_B0/W148_outbreak,lin2.2.1",,0.0079843196033782,2
SAMN02419616,2.2.1,2.2.1.1.1,"beijing,canetti","europe/russia_B0/W148_outbreak,lin2.2.1",,0.0086723146868553,2
SAMN02419617,4.3.3,4.2.1.2.1.1.i4.1,lam,,4.3/LAM,0.0036188178528347,4
SAMN02419618,4.3.3,4.2.1.2.1.1.i4.1,lam,,4.3/LAM,0.0046334431630971,4
SAMN02419620,2.2.1,2.2.1.1.1.i3,"beijing,mungi","lin2.2.1,central_asia",,0.0096779311438997,2
SAMN02419621,2.2.1,2.2.1.1.1,"beijing,canetti",lin2.2.1,,0.0087327642810242,2
SAMN02419622,4.3.3,4.2.1.2.1.1.i4.1,lam,,4.3/LAM,0.0061062751721449,4
SAMN02419624,4.3.3,4.2.1.2.1.1.i4.1,lam,,4.3/LAM,0.0048717581315374,4
SAMN02419625,2.2.1,2.2.1.1.1.i3,"beijing,mungi","lin2.2.1,central_asia",,0.0113919380130984,2
SAMN02419626,4.3.3,4.2.1.2.1.1.i4.1,lam,,4.3/LAM,0.0041640378548895,4
SAMN02419627,4.2.1,4.2.2.2.1,ural,,4,0.0255813953488372,4
SAMN02419628,2.2.1,2.2.1.1.1,"beijing,canetti,mungi","europe/russia_B0/W148_outbreak,lin2.2.1",,0.0082963579219818,2
SAMN02419629,2.2.1,2.2.1.1.1,"beijing,canetti","europe/russia_B0/W148_outbreak,lin2.2.1",,0.0082913347423183,2
SAMN02419630,2.2.1,2.2.1.1.1.i3,beijing,"lin2.2.1,central_asia",,0.0100626710212728,2
SAMN02419631,2.2.1,2.2.1.1.1,beijing,"europe/russia_B0/W148_outbreak,lin2.2.1",,0.0124536187998464,2
SAMN02419632,4.2.1,4.2.2.2.2,ural,,4,0.0232333010648596,4
SAMN02419633,4.8,4.2.1.1.1.1.1.1.i1,,,4.10/PGG3,0.0039894960105039,4
SAMN02419634,2.2.1,2.2.1.1.1,beijing,"europe/russia_B0/W148_outbreak,lin2.2.1",,0.0108529288994016,2
SAMN02419635,4.3.3,4.2.1.2.1.1.i4.1,lam,,4.3/LAM,0.0050258863423052,4
SAMN02419636,2.2.1,2.2.1.1.1,beijing,"europe/russia_B0/W148_outbreak,lin2.2.1",,0.0066949515394496,2
SAMN02419637,4.1.2.1,4.1.i1.1.1.1,"haarlem,ethiopian",,4.1.2/Haarlem,0.010462194055944,4
SAMN02419638,2.2.1,2.2.1.1.1,beijing,"europe/russia_B0/W148_outbreak,lin2.2.1",,0.009224756884486,2
SAMN02419639,2.2.1,2.2.1.1.1,beijing,lin2.2.1,,0.0121959006449141,2
SAMN02419641,2.2.1,2.2.1.1.1.i3,"beijing,canetti","lin2.2.1,central_asia",,0.0095535714285714,2
SAMN02419642,4.2.1,4.2.2.2.2,ural,,4,0.0247138200288075,4
SAMN02419643,2.2.1,2.2.1.1.1.i3,beijing,"lin2.2.1,central_asia",,0.0088151541413891,2
SAMN02419644,4.3.3,4.2.1.2.1.1.i4.1,lam,,4.3/LAM,0.0044176325289758,4
SAMN02419645,4.3.3,4.2.1.2.1.1.i4.1,lam,,4.3/LAM,0.0044804318488529,4
SAMN02419646,2.2.1,2.2.1.1.1.i3,beijing,"lin2.2.1,central_asia",,0.0090968161143599,2
SAMN02419647,4.3.3,4.2.1.2.1.1.i4.1,lam,,4.3/LAM,0.003740733183704,4
SAMN02419649,2.2.1,2.2.1.1.1,"beijing,mungi","europe/russia_B0/W148_outbreak,lin2.2.1",,0.0085974725502382,2
SAMN02419650,2.2.1,2.2.1.1.1,beijing,"europe/russia_B0/W148_outbreak,lin2.2.1",,0.0090675791274593,2
SAMN02419651,2.2.1,2.2.1.1.1,beijing,"europe/russia_B0/W148_outbreak,lin2.2.1",,0.0110344344414474,2
SAMN02419653,4.3.3,4.2.1.2.1.1.i4.1,lam,,4.3/LAM,0.0044249765342153,4
SAMN02419654,4.3.3,4.2.1.2.1.1.i4.1,lam,,4.3/LAM,0.0038698880870201,4
SAMN02419655,2.2.1,2.2.1.1.1,"beijing,mungi","europe/russia_B0/W148_outbreak,lin2.2.1",,0.0092046541281479,2
SAMN02419656,2.2.1,2.2.1.1.1,beijing,"europe/russia_B0/W148_outbreak,lin2.2.1",,0.010984277406849,2
SAMN02419657,4.3.3,4.2.1.2.1.1.i4.1,lam,,4.3/LAM,0.0031294452347083,4
SAMN02419658,2.2.1,2.2.1.1.1,beijing,"europe/russia_B0/W148_outbreak,lin2.2.1",,0.0099324415014988,2
SAMN02419659,2.2.1,2.2.1.1.1,beijing,"europe/russia_B0/W148_outbreak,lin2.2.1",,0.0058847869063491,2
SAMN02419660,4.3.3,4.2.1.2.1.1.i4.1,lam,,4.3/LAM,0.0041773345910254,4
SAMN02419661,4.3.3,4.2.1.2.1.1.i4.1,lam,,4.3/LAM,0.0044234154929577,4
SAMN02419662,2.2.1,2.2.1.1.1,beijing,"europe/russia_B0/W148_outbreak,lin2.2.1",,0.0099740358432018,2
SAMN02419663,4.3.3,4.2.1.2.1.1.i4.1,lam,,4.3/LAM,0.0050702225827713,4
SAMN02419664,2.2.1,2.2.1.1.1,beijing,"europe/russia_B0/W148_outbreak,lin2.2.1",,0.0092929621571059,2
SAMN02419665,4.9,4.2.1.1.1.1.1.1.i2,canetti,,4.10/PGG3,0.0034400382226469,4
SAMN02419666,4.7,4,tur,,4.10/PGG3,0.0046475195822454,4
SAMN02419667,2.2.1,2.2.1.1.1,"beijing,mungi","europe/russia_B0/W148_outbreak,lin2.2.1",,0.0101105975569494,2
SAMN02419668,2.2.1,2.2.1.1.1,"beijing,mungi","europe/russia_B0/W148_outbreak,lin2.2.1",,0.0076571066104843,2
SAMN02419669,4.3.3,4.2.1.2.1.1.i4.1,lam,,4.3/LAM,0.0044833121160126,4
SAMN02419670,"4.3.3,2.2.1","4.2.1.2.1.1.i4.1,2.2.1.1.1","beijing,lam","europe/russia_B0/W148_outbreak,lin2.2.1",,0.2480316839242257,"2,4"
SAMN02419671,4.3.3,4.2.1.2.1.1.i4.1,lam,,4.3/LAM,0.0080851063829787,4
SAMN02419672,4.3.3,4.2.1.2.1.1.i4.1,lam,,4.3/LAM,0.0035339995125517,4
SAMN02419673,4.1.2.1,4.1.i1.1.1.1,haarlem,,4.1.2/Haarlem,0.014072403050811,4
SAMN02419674,2.2.1,2.2.1.1.1,"beijing,mungi","europe/russia_B0/W148_outbreak,lin2.2.1",,0.0116548730451329,2
SAMN02419675,2.2.1,2.2.1.1.1,"beijing,mungi","europe/russia_B0/W148_outbreak,lin2.2.1",,0.0075948355118519,2
SAMN02419676,2.2.1,2.2.1.1.1,beijing,"europe/russia_B0/W148_outbreak,lin2.2.1",,0.0089554485249849,2
SAMN02419677,4.1.2.1,4.1.i1.1.1.1,"haarlem,ethiopian",,4.1.2/Haarlem,0.0130393300116611,4
SAMN02419678,4.3.3,4.2.1.2.1.1.i4.1,lam,,4.3/LAM,0.0038721756520999,4
SAMN02419679,2.2.1,2.2.1.1.1,"beijing,haarlem","europe/russia_B0/W148_outbreak,lin2.2.1",,0.0077666551605108,2
SAMN02419680,2.2.1,2.2.1.1.1.i3,beijing,"lin2.2.1,central_asia",,0.0120050547598989,2
SAMN02419681,2.2.1,2.2.1.1.1.i3,"beijing,mungi","lin2.2.1,central_asia",,0.0091241427233451,2
SAMN02419685,2.2.1,2.2.1.1.1,beijing,"europe/russia_B0/W148_outbreak,lin2.2.1",,0.0102666724670465,2
SAMN02419686,2.2.1,2.2.1.1.1.i3,"beijing,canetti,mungi","lin2.2.1,central_asia",,0.006475208345824,2
SAMN02567661,4.4.1.1,4.2.1.2.2.1.1,stype,,4,0.0035265256056424,4
SAMN02567674,4.3.4.2,4.2.1.2.1.1.i3.1,"lam,stype",,4.3/LAM,0.0015595431679647,4
SAMN02567679,4.4.1.1,4.2.1.2.2.1.1,stype,,4,0.0079583715947352,4
SAMN02567680,4.6.1.2,4.2.1.1.1.2.2.1.1.1.2,uganda,,4.6.1/Uganda,0.0129827444535743,4
SAMN02567682,4.6.1.1,4.2.1.1.1.2.2.1.1.1.1,"uganda,canetti",,4.6.1/Uganda,0.0070821529745042,4
SAMN02567684,4.1.2.1,4.1.i1.1.1.1,haarlem,,4.1.2/Haarlem,0.0116164599330576,4
SAMN02567698,4.8,4.2.1.1.1.1.1.1.i1,,,4.10/PGG3,0.0030498701422478,4
SAMN02567699,4.8,4.2.1.1.1.1.1.1.i1,,,4.10/PGG3,0.0026038276266111,4
SAMN02567700,4.8,4.2.1.1.1.1.1.1.i1,,,4.10/PGG3,0.0054181149049274,4
SAMN02567701,4.7,4,,,4.10/PGG3,0.0036799919342642,4
SAMN02567702,4.8,4.2.1.1.1.1.1.1.i1,,,4.10/PGG3,0.0028610256777054,4
SAMN02567703,4.8,4.2.1.1.1.1.1.1.i1,canetti,,4.10/PGG3,0.006593980544493,4
SAMN02567704,4.9,4.2.1.1.1.1.1.1.i2,"canetti,ghana",,4.10/PGG3,0.0025003125390673,4
SAMN02567705,4.4.1.1,4.2.1.2.2.1.1,"stype,canetti",,4,0.0111043667654514,4
SAMN02567706,4.1.2.1,4.1.i1.1.1.1,haarlem,,4.1.2/Haarlem,0.0167493046317571,4
SAMN02567707,4.8,4.2.1.1.1.1.1.1.i1,,,4.10/PGG3,0.0066456803077999,4
SAMN02567708,4.2.1,4.2.2.2.1,"ural,canetti",,4,0.0181286132324602,4
SAMN02567709,4.2.1,4.2.2.2.1,"ural,canetti",,4,0.0205649157581764,4
SAMN02567710,4.1.2.1,4.1.i1.1.1.1,haarlem,,4.1.2/Haarlem,0.0050272756444539,4
SAMN02567711,4.1.2.1,4.1.i1.1.1.1,haarlem,,4.1.2/Haarlem,0.0126984126984126,4
SAMN02567712,4.8,4.2.1.1.1.1.1.1.i1,canetti,,4.10/PGG3,0.0029310194724164,4
SAMN02567713,4.8,4.2.1.1.1.1.1.1.i1,,,4.10/PGG3,0.0151070776382048,4
SAMN02567714,4.8,4.2.1.1.1.1.1.1.i1,,,4.10/PGG3,0.0060307017543859,4
SAMN02567715,4.8,4.2.1.1.1.1.1.1.i1,,,4.10/PGG3,0.0047922815703449,4
SAMN02567716,4.1.2.1,4.1.i1.1.1.1,haarlem,,4.1.2/Haarlem,0.0166706287887792,4
SAMN02567718,4.8,4.2.1.1.1.1.1.1.i1,,,4.10/PGG3,0.0041171088746569,4
SAMN02567719,4.1.2.1,4.1.i1.1.1.1,haarlem,,4.1.2/Haarlem,0.0111791827196362,4
SAMN02567720,4.8,4.2.1.1.1.1.1.1.i1,,,4.10/PGG3,0.0036638625904974,4
SAMN02567721,4.2.1,4.2.2.2.1,"ural,canetti",,4,0.0150421609261111,4
SAMN02567722,4.8,4.2.1.1.1.1.1.1.i1,,,4.10/PGG3,0.0023501221141882,4
SAMN02567723,4.8,4.2.1.1.1.1.1.1.i1,,,4.10/PGG3,0.0038118340119552,4
SAMN02567724,4.8,4.2.1.1.1.1.1.1.i1,,,4.10/PGG3,0.0028314508852173,4
SAMN02567725,4.8,4.2.1.1.1.1.1.1.i1,,,4.10/PGG3,0.0029641280019357,4
SAMN02567726,4.1.2.1,4.1.i1.1.1.1,haarlem,,4.1.2/Haarlem,0.009111701342777,4
SAMN02567727,4.8,4.2.1.1.1.1.1.1.i1,,,4.10/PGG3,0.0033796382621666,4
SAMN02567728,4.1.2.1,4.1.i1.1.1.1,haarlem,,4.1.2/Haarlem,0.0128725339303204,4
SAMN02567729,4.2.1,4.2.2.2.1,"ural,canetti",,4,0.0162639016640187,4
SAMN02567730,4.2.1,4.2.2.2.1,"ural,canetti",,4,0.0133388133313406,4
SAMN02567731,4.3.3,4.2.1.2.1.1.i4.1,"lam,ural,westafrican1",,4.3/LAM,0.0040477204942479,4
SAMN02567732,4.1.2.1,4.1.i1.1.1.1,haarlem,,4.1.2/Haarlem,0.0112205897822504,4
SAMN02584585,4.2.1,4.2.2.2.1,"ural,canetti",,4,0.0173289784068227,4
SAMN02584586,4.8,4.2.1.1.1.1.1.1.i1,,,4.10/PGG3,0.0030190431955411,4
SAMN02584587,4.8,4.2.1.1.1.1.1.1.i1,,,4.10/PGG3,0.0046804389928986,4
SAMN02584588,2.2.1,2.2.1.1.1,beijing,"europe/russia_B0/W148_outbreak,lin2.2.1",,0.0081098818676167,2
SAMN02584591,2.2.1,2.2.1.1.1.i3,beijing,"lin2.2.1,central_asia",,0.007851975717038,2
SAMN02584592,4.2.1,4.2.2.2.1,"ural,canetti",,4,0.0194899641229516,4
SAMN02584594,2.2.1,2.2.1.1.1.i3,"beijing,bovis","lin2.2.1,central_asia",,0.0088015746276971,2
SAMN02584595,4.2.1,4.2.2.2.1,"ural,canetti",,4,0.020076481835564,4
SAMN02584597,2.2.1,2.2.1.1.1.i3,beijing,"lin2.2.1,central_asia",,0.0124273580688421,2
SAMN02584598,2.2.1,2.2.1.1.1.i3,beijing,"lin2.2.1,central_asia",,0.0100293635358273,2
SAMN02584599,4.2.1,4.2.2.2.1,"ural,canetti",,4,0.0229221768053217,4
SAMN02584600,4.2.1,4.2.2.2.1,"ural,canetti",,4,0.0136281218927297,4
SAMN02584603,4.3.4.1,4.2.1.2.1.1.i3.2,lam,,4.3/LAM,0.0128939828080229,4
SAMN02584604,4.2.1,4.2.2.2.1,"ural,canetti",,4,0.0210390399513899,4
SAMN02584605,2.2.1,2.2.1.1.1.i3,beijing,"lin2.2.1,central_asia",,0.0094630939336587,2
SAMN02584607,2.2.1,2.2.1.1.1.i3,beijing,"lin2.2.1,central_asia",,0.008986112371789,2
SAMN02584610,4.8,4.2.1.1.1.1.1.1.i1,,,4.10/PGG3,0.0043989824040703,4
SAMN02584611,4.2.1,4.2.2.2.1,"ural,canetti",,4,0.0212853049529267,4
SAMN02584612,2.2.1,2.2.1.1.1,beijing,"europe/russia_B0/W148_outbreak,lin2.2.1",,0.0117259069256137,2
SAMN02584615,4.3.3,4.2.1.2.1.1.i4.1,lam,,4.3/LAM,0.0027117844720863,4
SAMN02584616,4.2.1,4.2.2.2.1,"ural,canetti",,4,0.019581310196609,4
SAMN02584617,4.3.4.1,4.2.1.2.1.1.i3.2,lam,,4.3/LAM,0.0062462979914921,4
SAMN02584618,4.3.3,4.2.1.2.1.1.i4.1,lam,,4.3/LAM,0.0045541054921152,4
SAMN02584619,2.2.1,2.2.1.1.1.i3,beijing,"lin2.2.1,central_asia",,0.0090056001210837,2
SAMN02584621,4.3.3,4.2.1.2.1.1.i4.1,"lam,ethiopian",,4.3/LAM,0.0035044755953386,4
SAMN02584622,4.2.1,4.2.2.2.1,"ural,canetti",,4,0.0220565392979186,4
SAMN02584623,2.2.1,2.2.1.1.1.i3,beijing,"lin2.2.1,central_asia",,0.0115759220820692,2
SAMN02584624,4.2.1,4.2.2.2.1,ural,,4,0.0220749371960019,4
SAMN02584625,4.2.1,4.2.2.2.1,"ural,canetti",,4,0.0188102297998517,4
SAMN02584626,4.2.1,4.2.2.2.1,"ural,canetti",,4,0.0181021897810218,4
SAMN02584627,4.3.3,4.2.1.2.1.1.i4.1,lam,,4.3/LAM,0.0041293062765455,4
SAMN02584628,2.2.1,2.2.1.1.1.i3,beijing,"lin2.2.1,central_asia",,0.0090039147455415,2
SAMN02584631,4.2.1,4.2.2.2.1,"ural,canetti",,4,0.0187829420220412,4
SAMN02584633,2.2.1,2.2.1.1.1.i3,beijing,"lin2.2.1,central_asia",,0.0098431447259795,2
SAMN02584635,4.2.1,4.2.2.2.1,"ural,canetti",,4,0.0175024065809048,4
SAMN02584636,4.8,4.2.1.1.1.1.1.1.i1,,,4.10/PGG3,0.0044959668532639,4
SAMN02584637,4.2.1,4.2.2.2.1,"ural,canetti",,4,0.0191600757491366,4
SAMN02584639,4.2.1,4.2.2.2.1,"ural,canetti",,4,0.0188649706457925,4
SAMN02584640,4.2.1,4.2.2.2.1,"ural,canetti",,4,0.0206573555239608,4
SAMN02584643,2.2.1,2.2.1.1.1.i3,beijing,"lin2.2.1,central_asia",,0.0087266957556525,2
SAMN02584644,2.2.1,2.2.1.1.1.i3,beijing,"lin2.2.1,central_asia",,0.009513477426354,2
